set,axis,stratum,unit,convention,n,n_solutes,n_solvents,n_pairs,mse,var_m,boundable_at_headline_cell,n_sources,top_source,top_source_share_of_stratum_squared_error,b_insuff_up,b_insuff_up_ml,b_closure_lb,margin,margin_ml,b_insuff_exceeds_var_m,adaptive_n_bins,b_insuff_up_adaptive,margin_adaptive,P_boot,bootstrap_reduces_to_one_way,pair_conditional_var,pair_conditional_rows,pair_conditional_groups,share_of_squared_error,share_of_rows,test_a_boundable,loso_testable,loso_n_deletions,loso_n_undefined,loso_n_leaving_unboundable,loso_margin_min,loso_margin_max,loso_worst_source,loso_worst_margin,test_b_sign_survives_loso,test_b_strict_remainder_boundable,admissible_this_cell,admissible_this_cell_strict,cells_admissible,cells_reported,admissible_in_every_cell,admissible_in_every_cell_strict,ci90_excludes_zero,direction,licenses,reason_not_admissible,margin_ci90_lo,margin_ci90_hi,margin_ci90
broad_477,solvent_class,aprotic_acceptor,pair,full,57,36,8,57,0.1093,0.8023,True,4,10.1016/j.tca.2012.02.005,0.3701,0.1305,0.1133,-0.0212,-0.1518,-0.1172,False,5,0.21,-0.3107,0.301,False,,,,0.0201,0.3081,True,True,4,0,2,-0.3873,-0.0774,10.1016/j.jct.2015.12.034,-0.0774,True,False,True,False,4,4,True,False,False,non-positive,"nothing: a non-positive margin is failure to separate, not a certified reversal (that needs a LOWER bound on B_insuff)",,-0.402,0.229,
broad_477,solvent_class,aprotic_acceptor,pair,res,57,36,8,57,0.0891,0.8023,True,4,10.1016/j.jct.2015.12.034,0.3151,0.1404,0.1217,-0.0513,-0.1917,-0.1543,False,5,0.2155,-0.3419,0.192,False,,,,0.0178,0.3081,True,True,4,0,2,-0.4067,-0.1282,10.1016/j.jct.2015.12.034,-0.1282,True,False,True,False,4,4,True,False,False,non-positive,"nothing: a non-positive margin is failure to separate, not a certified reversal (that needs a LOWER bound on B_insuff)",,-0.414,0.126,
broad_477,solvent_class,aromatic_hydrocarbon,row,full,14,9,2,9,2.9843,6.2384,False,2,10.1021/acs.jced.7b00114,0.8204,,,,,,,3,0.955,1.0742,,False,0.281,6.0,1.0,0.0458,0.0294,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=14 < 40; the fixed cell is undefined at n=14,,,
broad_477,solvent_class,aromatic_hydrocarbon,row,res,14,9,2,9,4.2968,6.2384,False,2,10.1021/acs.jced.7b00114,0.8839,,,,,,,3,1.5913,1.1142,,False,0.281,6.0,1.0,0.0663,0.0294,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=14 < 40; the fixed cell is undefined at n=14,,,
broad_477,solvent_class,aromatic_hydrocarbon,pair,full,9,9,2,9,1.4452,3.4596,False,2,10.1016/j.tca.2012.02.005,0.577,,,,,,,3,2.4907,-3.5362,,False,,,,0.0419,0.0486,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=9 < 40; the fixed cell is undefined at n=9,,,
broad_477,solvent_class,aromatic_hydrocarbon,pair,res,9,9,2,9,1.7315,3.4596,False,2,10.1021/acs.jced.7b00114,0.5518,,,,,,,3,2.4907,-3.2498,,False,,,,0.0547,0.0486,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=9 < 40; the fixed cell is undefined at n=9,,,
broad_477,solvent_class,aryl_ether,row,full,13,1,2,2,5.8053,0.0494,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,0.0086,5.7881,,True,0.0484,13.0,2.0,0.0828,0.0273,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=13 < 40; the fixed cell is undefined at n=13,,,
broad_477,solvent_class,aryl_ether,row,res,13,1,2,2,9.5817,0.0494,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,0.0086,9.5645,,True,0.0484,13.0,2.0,0.1373,0.0273,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=13 < 40; the fixed cell is undefined at n=13,,,
broad_477,solvent_class,aryl_ether,pair,full,2,1,2,2,5.8604,0.0051,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,,,,True,,,,0.0377,0.0108,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solvent_class,aryl_ether,pair,res,2,1,2,2,9.6759,0.0051,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,,,,True,,,,0.0679,0.0108,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solvent_class,glycol_ether,row,full,182,19,4,43,2.4627,3.0683,True,3,10.1016/j.jct.2016.10.013,0.5515,0.1161,0.1111,2.3466,2.2305,2.2406,False,18,0.062,2.3388,1.0,False,0.0437,177.0,38.0,0.4918,0.3816,True,True,3,0,0,1.668,3.2593,10.1016/j.jct.2016.10.013,1.668,True,True,True,True,4,4,True,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,1.401,3.323,
broad_477,solvent_class,glycol_ether,row,res,182,19,4,43,2.2518,3.0683,True,3,10.1016/j.jct.2016.10.013,0.532,0.1077,0.103,2.1441,2.0364,2.0459,False,18,0.0594,2.1331,1.0,False,0.0437,177.0,38.0,0.4518,0.3816,True,True,3,0,0,1.5971,2.8655,10.1016/j.jct.2016.10.013,1.5971,True,True,True,True,4,4,True,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,1.268,2.833,
broad_477,solvent_class,glycol_ether,pair,full,43,19,4,43,3.2029,2.6839,True,3,10.1016/j.jct.2016.10.013,0.6359,0.1329,0.1092,3.0699,2.937,2.9844,False,4,0.4915,2.2199,1.0,False,,,,0.4433,0.2324,True,True,3,0,3,2.4073,3.2615,10.1016/j.jct.2016.10.013,2.4073,True,False,True,False,4,4,True,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,1.949,3.774,
broad_477,solvent_class,glycol_ether,pair,res,43,19,4,43,2.9081,2.6839,True,3,10.1016/j.jct.2016.10.013,0.6192,0.1438,0.118,2.7642,2.6204,2.6722,False,4,0.5231,1.8619,1.0,False,,,,0.439,0.2324,True,True,3,0,3,2.2744,2.9906,10.1016/j.jct.2016.10.013,2.2744,True,False,True,False,4,4,True,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,1.866,3.282,
broad_477,solvent_class,halogenated,row,full,30,5,4,7,3.1303,3.6607,False,2,10.1021/acs.jced.7b00114,0.7372,0.5918,0.443,2.5385,1.9467,2.2444,False,3,0.9913,1.1478,0.988,False,0.0752,30.0,7.0,0.103,0.0629,False,True,2,1,2,3.3907,3.3907,10.1016/j.fluid.2015.11.037,3.3907,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=30 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1021/acs.jced.7b00114), so the sign is not verifiable",0.459,5.379,
broad_477,solvent_class,halogenated,row,res,30,5,4,7,4.5693,3.6607,False,2,10.1021/acs.jced.7b00114,0.8265,0.5918,0.443,3.9775,3.3856,3.6833,False,3,0.9913,2.5868,0.995,False,0.0752,30.0,7.0,0.1511,0.0629,False,True,2,1,2,5.8389,5.8389,10.1016/j.fluid.2015.11.037,5.8389,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=30 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1021/acs.jced.7b00114), so the sign is not verifiable",0.857,8.118,
broad_477,solvent_class,halogenated,pair,full,7,5,4,7,3.0617,3.5241,False,2,10.1021/acs.jced.7b00114,0.5264,,,,,,,3,0.0351,2.9915,,False,,,,0.069,0.0378,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
broad_477,solvent_class,halogenated,pair,res,7,5,4,7,4.0794,3.5241,False,2,10.1021/acs.jced.7b00114,0.6563,,,,,,,3,0.0351,4.0091,,False,,,,0.1003,0.0378,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
broad_477,solvent_class,mono_alcohol,row,full,35,14,4,17,2.5525,0.6044,False,2,10.1016/j.fluid.2015.11.037,0.508,0.7328,0.582,1.8197,1.0869,1.3885,True,3,0.6599,1.2326,0.978,False,0.0003,22.0,4.0,0.098,0.0734,False,True,2,1,2,2.0429,2.0429,10.1016/j.tca.2012.02.005,2.0429,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=35 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037), so the sign is not verifiable",0.373,4.264,
broad_477,solvent_class,mono_alcohol,row,res,35,14,4,17,2.2498,0.6044,False,2,10.1016/j.fluid.2015.11.037,0.5521,0.733,0.5779,1.5167,0.7837,1.0939,True,3,0.6373,0.9751,0.964,False,0.0003,22.0,4.0,0.0868,0.0734,False,True,2,1,2,1.9516,1.9516,10.1016/j.tca.2012.02.005,1.9516,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=35 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037), so the sign is not verifiable",0.182,3.238,
broad_477,solvent_class,mono_alcohol,pair,full,17,14,4,17,3.1556,1.1112,False,2,10.1016/j.tca.2012.02.005,0.8193,1.8475,0.9782,1.3081,-0.5394,1.1992,True,3,1.3395,0.4767,0.945,False,,,,0.1727,0.0919,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=17 < 40; 2 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037, 10.1016/j.tca.2012.02.005), so the sign is not verifiable",-0.047,5.457,
broad_477,solvent_class,mono_alcohol,pair,res,17,14,4,17,2.6219,1.1112,False,2,10.1016/j.tca.2012.02.005,0.7913,1.0186,0.559,1.6032,0.5846,1.5038,False,3,1.3373,-0.0527,0.94,False,,,,0.1565,0.0919,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=17 < 40; 2 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037, 10.1016/j.tca.2012.02.005), so the sign is not verifiable",-0.06,4.212,
broad_477,solvent_class,nh_protic,row,full,33,21,10,33,1.6671,5.6144,False,3,10.1016/j.tca.2012.02.005,0.5623,0.4048,0.3146,1.2623,0.8575,1.038,False,3,0.9449,-0.2227,0.944,False,,,,0.0604,0.0692,False,True,3,1,3,-0.0213,1.4354,10.1016/j.tca.2012.02.005,-0.0213,False,False,False,False,0,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable",-0.047,2.763,
broad_477,solvent_class,nh_protic,row,res,33,21,10,33,1.1749,5.6144,False,3,10.1016/j.tca.2012.02.005,0.6187,0.2814,0.2198,0.8935,0.6122,0.7353,False,3,0.9449,-0.715,0.882,False,,,,0.0427,0.0692,False,True,3,1,3,-0.2364,0.8654,10.1016/j.tca.2012.02.005,-0.2364,False,False,False,False,0,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable",-0.271,1.964,
broad_477,solvent_class,nh_protic,pair,full,33,21,10,33,1.6671,5.6144,False,3,10.1016/j.tca.2012.02.005,0.5623,0.4048,0.3146,1.2623,0.8575,1.038,False,3,0.9449,-0.2227,0.955,False,,,,0.1771,0.1784,False,True,3,1,3,-0.0213,1.4354,10.1016/j.tca.2012.02.005,-0.0213,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable",0.031,2.645,
broad_477,solvent_class,nh_protic,pair,res,33,21,10,33,1.1749,5.6144,False,3,10.1016/j.tca.2012.02.005,0.6187,0.2814,0.2198,0.8935,0.6122,0.7353,False,3,0.9449,-0.715,0.887,False,,,,0.1361,0.1784,False,True,3,1,3,-0.2364,0.8654,10.1016/j.tca.2012.02.005,-0.2364,False,False,False,False,0,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable",-0.258,2.142,
broad_477,solvent_class,water,row,full,111,15,1,15,0.914,1.4189,True,3,10.1021/acs.jced.9b00726,0.5021,0.1742,0.1617,0.7397,0.5655,0.5905,False,11,0.1117,0.6905,0.997,True,0.037,111.0,15.0,0.1113,0.2327,True,True,3,0,0,0.0412,0.7866,10.1016/j.fluid.2015.01.010,0.0412,True,True,True,True,1,4,False,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,0.255,0.969,
broad_477,solvent_class,water,row,res,111,15,1,15,0.4765,1.4189,True,3,10.1021/acs.jced.9b00726,0.7457,0.215,0.1994,0.2615,0.0464,0.0777,False,11,0.1807,0.115,0.761,True,0.037,111.0,15.0,0.0583,0.2327,True,True,3,0,0,-0.1935,0.2455,10.1021/acs.jced.9b00726,-0.1935,False,False,False,False,1,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding",sign does not survive deletion of 10.1016/j.fluid.2015.01.010 (+0.046 -> -0.075); 10.1021/acs.jced.9b00726 (+0.046 -> -0.194),-0.145,0.394,
broad_477,solvent_class,water,pair,full,15,15,1,15,0.7905,1.5988,False,3,10.1021/acs.jced.9b00726,0.622,,,,,,,3,0.5781,-0.3658,,True,,,,0.0382,0.0811,False,True,3,3,3,,,,,False,False,False,False,1,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=15 < 40; the fixed cell is undefined at n=15,,,
broad_477,solvent_class,water,pair,res,15,15,1,15,0.5234,1.5988,False,3,10.1021/acs.jced.9b00726,0.6906,,,,,,,3,0.5444,-0.5655,,True,,,,0.0276,0.0811,False,True,3,3,3,,,,,False,False,False,False,1,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=15 < 40; the fixed cell is undefined at n=15,,,
broad_477,solvent_class_coarse,halogenated_nonHB,row,full,30,5,4,7,3.1303,3.6607,False,2,10.1021/acs.jced.7b00114,0.7372,0.5918,0.443,2.5385,1.9467,2.2444,False,3,0.9913,1.1478,0.989,False,0.0752,30.0,7.0,0.103,0.0629,False,True,2,1,2,3.3907,3.3907,10.1016/j.fluid.2015.11.037,3.3907,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=30 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1021/acs.jced.7b00114), so the sign is not verifiable",0.351,5.407,
broad_477,solvent_class_coarse,halogenated_nonHB,row,res,30,5,4,7,4.5693,3.6607,False,2,10.1021/acs.jced.7b00114,0.8265,0.5918,0.443,3.9775,3.3856,3.6833,False,3,0.9913,2.5868,0.996,False,0.0752,30.0,7.0,0.1511,0.0629,False,True,2,1,2,5.8389,5.8389,10.1016/j.fluid.2015.11.037,5.8389,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=30 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1021/acs.jced.7b00114), so the sign is not verifiable",1.097,8.613,
broad_477,solvent_class_coarse,halogenated_nonHB,pair,full,7,5,4,7,3.0617,3.5241,False,2,10.1021/acs.jced.7b00114,0.5264,,,,,,,3,0.0351,2.9915,,False,,,,0.069,0.0378,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
broad_477,solvent_class_coarse,halogenated_nonHB,pair,res,7,5,4,7,4.0794,3.5241,False,2,10.1021/acs.jced.7b00114,0.6563,,,,,,,3,0.0351,4.0091,,False,,,,0.1003,0.0378,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
broad_477,solvent_class_coarse,hb_acceptor_only,row,full,70,37,10,59,1.1671,2.8662,True,5,10.1021/acs.jced.7b00114,0.9238,0.1977,0.1752,0.9694,0.7718,0.8168,False,7,0.1816,0.8039,0.667,False,0.0484,13.0,2.0,0.0896,0.1468,True,True,5,0,0,-0.1518,1.7502,10.1021/acs.jced.7b00114,-0.1518,False,False,False,False,0,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding",sign does not survive deletion of 10.1021/acs.jced.7b00114 (+0.772 -> -0.152),-0.301,3.732,
broad_477,solvent_class_coarse,hb_acceptor_only,row,res,70,37,10,59,1.852,2.8662,True,5,10.1021/acs.jced.7b00114,0.9608,0.2091,0.1852,1.6429,1.4338,1.4815,False,7,0.1838,1.4845,0.654,False,0.0484,13.0,2.0,0.1429,0.1468,True,True,5,0,0,-0.1917,2.9427,10.1021/acs.jced.7b00114,-0.1917,False,False,False,False,0,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding",sign does not survive deletion of 10.1021/acs.jced.7b00114 (+1.434 -> -0.192),-0.281,6.194,
broad_477,solvent_class_coarse,hb_acceptor_only,pair,full,59,37,10,59,0.3042,1.3343,True,5,10.1021/acs.jced.7b00114,0.653,0.2717,0.237,0.0325,-0.2392,-0.1697,False,5,0.3691,-0.434,0.328,False,,,,0.0578,0.3189,True,True,5,0,1,-0.2538,0.1052,10.1016/j.jct.2018.05.003,0.1052,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding",sign does not survive deletion of 10.1016/j.jct.2018.05.003 (-0.239 -> +0.105),-0.536,1.207,
broad_477,solvent_class_coarse,hb_acceptor_only,pair,res,59,37,10,59,0.4141,1.3343,True,5,10.1021/acs.jced.7b00114,0.7921,0.287,0.2501,0.1271,-0.16,-0.0861,False,5,0.3872,-0.3603,0.361,False,,,,0.0858,0.3189,True,True,5,0,1,-0.1917,0.3172,10.1016/j.jct.2018.05.003,0.3172,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding",sign does not survive deletion of 10.1016/j.jct.2018.05.003 (-0.160 -> +0.317),-0.459,1.747,
broad_477,solvent_class_coarse,hb_donor_N,row,full,33,21,10,33,1.6671,5.6144,False,3,10.1016/j.tca.2012.02.005,0.5623,0.4048,0.3146,1.2623,0.8575,1.038,False,3,0.9449,-0.2227,0.952,False,,,,0.0604,0.0692,False,True,3,1,3,-0.0213,1.4354,10.1016/j.tca.2012.02.005,-0.0213,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable",0.011,2.726,
broad_477,solvent_class_coarse,hb_donor_N,row,res,33,21,10,33,1.1749,5.6144,False,3,10.1016/j.tca.2012.02.005,0.6187,0.2814,0.2198,0.8935,0.6122,0.7353,False,3,0.9449,-0.715,0.886,False,,,,0.0427,0.0692,False,True,3,1,3,-0.2364,0.8654,10.1016/j.tca.2012.02.005,-0.2364,False,False,False,False,0,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable",-0.296,2.107,
broad_477,solvent_class_coarse,hb_donor_N,pair,full,33,21,10,33,1.6671,5.6144,False,3,10.1016/j.tca.2012.02.005,0.5623,0.4048,0.3146,1.2623,0.8575,1.038,False,3,0.9449,-0.2227,0.952,False,,,,0.1771,0.1784,False,True,3,1,3,-0.0213,1.4354,10.1016/j.tca.2012.02.005,-0.0213,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable",0.011,2.734,
broad_477,solvent_class_coarse,hb_donor_N,pair,res,33,21,10,33,1.1749,5.6144,False,3,10.1016/j.tca.2012.02.005,0.6187,0.2814,0.2198,0.8935,0.6122,0.7353,False,3,0.9449,-0.715,0.886,False,,,,0.1361,0.1784,False,True,3,1,3,-0.2364,0.8654,10.1016/j.tca.2012.02.005,-0.2364,False,False,False,False,0,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable",-0.242,2.202,
broad_477,solvent_class_coarse,hb_donor_acceptor_O,row,full,328,48,9,75,1.9482,3.7282,True,8,10.1016/j.jct.2016.10.013,0.3868,0.3022,0.2949,1.6459,1.3437,1.3584,False,32,0.2225,1.5032,1.0,False,0.0382,310.0,57.0,0.7011,0.6876,True,True,8,0,0,0.9356,1.5408,10.1021/je020196d,0.9356,True,True,True,True,3,4,False,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,0.664,2.524,
broad_477,solvent_class_coarse,hb_donor_acceptor_O,row,res,328,48,9,75,1.6508,3.7282,True,8,10.1016/j.jct.2016.10.013,0.4026,0.5618,0.5481,1.0891,0.5273,0.5547,False,32,0.475,0.7008,0.89,False,0.0382,310.0,57.0,0.5969,0.6876,True,True,8,0,0,-0.4172,0.9665,10.1021/je020196d,-0.4172,False,False,False,False,3,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding",sign does not survive deletion of 10.1021/je020196d (+0.527 -> -0.417),-0.206,2.182,
broad_477,solvent_class_coarse,hb_donor_acceptor_O,pair,full,75,48,9,75,2.7097,5.5526,True,8,10.1016/j.jct.2016.10.013,0.431,0.6336,0.5672,2.0761,1.4426,1.5752,False,7,0.7167,1.2763,0.996,False,,,,0.6542,0.4054,True,True,8,0,0,1.02,1.8814,10.1016/j.jct.2016.10.013,1.02,True,True,True,True,3,4,False,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,0.612,3.119,
broad_477,solvent_class_coarse,hb_donor_acceptor_O,pair,res,75,48,9,75,2.3663,5.5526,True,8,10.1016/j.jct.2016.10.013,0.4363,0.9203,0.8231,1.446,0.5257,0.7201,False,7,0.9827,0.4008,0.895,False,,,,0.6231,0.4054,True,True,8,0,0,0.0099,1.0024,10.1021/je020196d,0.0099,True,True,True,True,3,4,False,False,False,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,-0.308,2.607,
broad_477,solvent_class_coarse,hydrocarbon_nonHB,row,full,16,10,3,11,2.6125,6.4141,False,3,10.1021/acs.jced.7b00114,0.82,0.3885,0.1943,2.224,1.8355,2.224,False,3,0.5125,1.5875,0.947,False,0.281,6.0,1.0,0.0459,0.0335,False,True,3,3,3,,,,,False,False,False,False,0,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=16 < 40; 3 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.jct.2019.05.011, 10.1016/j.tca.2012.02.005, 10.1021/acs.jced.7b00114), so the sign is not verifiable",-0.038,5.485,
broad_477,solvent_class_coarse,hydrocarbon_nonHB,row,res,16,10,3,11,3.7611,6.4141,False,3,10.1021/acs.jced.7b00114,0.8836,0.3852,0.1926,3.3759,2.9907,3.3759,False,3,0.5125,2.7361,0.941,False,0.281,6.0,1.0,0.0663,0.0335,False,True,3,3,3,,,,,False,False,False,False,0,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=16 < 40; 3 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.jct.2019.05.011, 10.1016/j.tca.2012.02.005, 10.1021/acs.jced.7b00114), so the sign is not verifiable",-0.074,8.862,
broad_477,solvent_class_coarse,hydrocarbon_nonHB,pair,full,11,10,3,11,1.1842,3.1562,False,3,10.1016/j.tca.2012.02.005,0.5762,,,,,,,3,1.7793,-2.3744,,False,,,,0.0419,0.0595,False,True,3,3,3,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=11 < 40; the fixed cell is undefined at n=11,,,
broad_477,solvent_class_coarse,hydrocarbon_nonHB,pair,res,11,10,3,11,1.4186,3.1562,False,3,10.1021/acs.jced.7b00114,0.5511,,,,,,,3,2.6825,-3.9464,,False,,,,0.0548,0.0595,False,True,3,3,3,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=11 < 40; the fixed cell is undefined at n=11,,,
broad_477,solvent_family_fine,aliphatic_hydrocarbon,row,full,2,2,1,2,0.0101,0.0052,False,2,10.1016/j.jct.2019.05.011,0.9302,,,,,,,3,,,,True,,,,0.0,0.0042,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solvent_family_fine,aliphatic_hydrocarbon,row,res,2,2,1,2,0.0107,0.0052,False,2,10.1016/j.jct.2019.05.011,0.8562,,,,,,,3,,,,True,,,,0.0,0.0042,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solvent_family_fine,aliphatic_hydrocarbon,pair,full,2,2,1,2,0.0101,0.0052,False,2,10.1016/j.jct.2019.05.011,0.9302,,,,,,,3,,,,True,,,,0.0001,0.0108,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solvent_family_fine,aliphatic_hydrocarbon,pair,res,2,2,1,2,0.0107,0.0052,False,2,10.1016/j.jct.2019.05.011,0.8562,,,,,,,3,,,,True,,,,0.0001,0.0108,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solvent_family_fine,amide_NH,row,full,25,20,2,25,0.9631,2.2025,False,2,10.1016/j.tca.2015.11.010,0.9162,0.4922,0.3488,0.4709,-0.0213,0.2656,False,3,0.7002,-0.4373,0.908,False,,,,0.0264,0.0524,False,True,2,1,2,0.844,0.844,10.1016/j.jct.2013.05.006,0.844,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=25 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable",-0.136,1.293,
